"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000177943.14","HAVANA","gene",NA,NA,"ENSG00000177943.14","protein_coding","MAMDC4","2","HGNC:24083","OTTHUMG00000020951.8"
"ENSG00000177946.6","HAVANA","gene",NA,NA,"ENSG00000177946.6","protein_coding","CENPBD1","2","HGNC:28272","OTTHUMG00000173040.2"
"ENSG00000177951.17","HAVANA","gene",NA,NA,"ENSG00000177951.17","protein_coding","BET1L","2","HGNC:19348","OTTHUMG00000119071.4"
"ENSG00000177954.14","HAVANA","gene",NA,NA,"ENSG00000177954.14","protein_coding","RPS27","2","HGNC:10416","OTTHUMG00000036591.4"
"ENSG00000177963.14","HAVANA","gene",NA,NA,"ENSG00000177963.14","protein_coding","RIC8A","1","HGNC:29550","OTTHUMG00000119069.7"
"ENSG00000177971.8","HAVANA","gene",NA,NA,"ENSG00000177971.8","protein_coding","IMP3","2","HGNC:14497","OTTHUMG00000142840.3"
"ENSG00000177981.11","HAVANA","gene",NA,NA,"ENSG00000177981.11","protein_coding","ASB8","1","HGNC:17183","OTTHUMG00000167834.4"
"ENSG00000177989.13","HAVANA","gene",NA,NA,"ENSG00000177989.13","protein_coding","ODF3B","1","HGNC:34388","OTTHUMG00000150334.3"
"ENSG00000177990.12","HAVANA","gene",NA,NA,"ENSG00000177990.12","protein_coding","DPY19L2","2","HGNC:19414","OTTHUMG00000168712.6"
"ENSG00000177993.3","HAVANA","gene",NA,NA,"ENSG00000177993.3","lncRNA","ZNRF3-AS1","2","HGNC:41927","OTTHUMG00000153511.1"
"ENSG00000177994.16","HAVANA","gene",NA,NA,"ENSG00000177994.16","protein_coding","C2orf73","1","HGNC:26861","OTTHUMG00000151826.8"
"ENSG00000178015.5","HAVANA","gene",NA,NA,"ENSG00000178015.5","protein_coding","GPR150","2","HGNC:23628","OTTHUMG00000121170.3"
"ENSG00000178026.13","HAVANA","gene",NA,NA,"ENSG00000178026.13","protein_coding","LRRC75B","2","HGNC:33155","OTTHUMG00000150729.2"
"ENSG00000178028.14","HAVANA","gene",NA,NA,"ENSG00000178028.14","protein_coding","DMAP1","2","HGNC:18291","OTTHUMG00000007577.5"
"ENSG00000178031.17","HAVANA","gene",NA,NA,"ENSG00000178031.17","protein_coding","ADAMTSL1","1","HGNC:14632","OTTHUMG00000019604.11"
"ENSG00000178033.6","HAVANA","gene",NA,NA,"ENSG00000178033.6","protein_coding","CALHM5","2","HGNC:21568","OTTHUMG00000015442.2"
"ENSG00000178035.13","HAVANA","gene",NA,NA,"ENSG00000178035.13","protein_coding","IMPDH2","1","HGNC:6053","OTTHUMG00000156771.3"
"ENSG00000178038.17","HAVANA","gene",NA,NA,"ENSG00000178038.17","protein_coding","ALS2CL","2","HGNC:20605","OTTHUMG00000128673.8"
"ENSG00000178053.20","HAVANA","gene",NA,NA,"ENSG00000178053.20","protein_coding","MLF1","1","HGNC:7125","OTTHUMG00000158775.16"
"ENSG00000178055.13","HAVANA","gene",NA,NA,"ENSG00000178055.13","transcribed_unitary_pseudogene","PRSS42P","1","HGNC:30716","OTTHUMG00000156496.4"
"ENSG00000178057.15","HAVANA","gene",NA,NA,"ENSG00000178057.15","protein_coding","NDUFAF3","2","HGNC:29918","OTTHUMG00000156773.3"
"ENSG00000178074.6","HAVANA","gene",NA,NA,"ENSG00000178074.6","protein_coding","C2orf69","2","HGNC:26799","OTTHUMG00000154480.2"
"ENSG00000178075.20","HAVANA","gene",NA,NA,"ENSG00000178075.20","protein_coding","GRAMD1C","1","HGNC:25252","OTTHUMG00000159340.5"
"ENSG00000178078.12","HAVANA","gene",NA,NA,"ENSG00000178078.12","protein_coding","STAP2","2","HGNC:30430","OTTHUMG00000181884.4"
"ENSG00000178093.14","HAVANA","gene",NA,NA,"ENSG00000178093.14","protein_coding","TSSK6","2","HGNC:30410","OTTHUMG00000182146.5"
"ENSG00000178096.9","HAVANA","gene",NA,NA,"ENSG00000178096.9","protein_coding","BOLA1","2","HGNC:24263","OTTHUMG00000012087.4"
"ENSG00000178104.19","HAVANA","gene",NA,NA,"ENSG00000178104.19","protein_coding","PDE4DIP","1","HGNC:15580","OTTHUMG00000013846.16"
"ENSG00000178105.11","HAVANA","gene",NA,NA,"ENSG00000178105.11","protein_coding","DDX10","1","HGNC:2735","OTTHUMG00000166540.4"
"ENSG00000178125.14","HAVANA","gene",NA,NA,"ENSG00000178125.14","protein_coding","PPP1R42","2","HGNC:33732","OTTHUMG00000164745.2"
"ENSG00000178127.13","HAVANA","gene",NA,NA,"ENSG00000178127.13","protein_coding","NDUFV2","2","HGNC:7717","OTTHUMG00000131593.7"
"ENSG00000178146.9","HAVANA","gene",NA,NA,"ENSG00000178146.9","processed_pseudogene","GK4P","1","HGNC:4295","OTTHUMG00000022041.2"
"ENSG00000178149.17","HAVANA","gene",NA,NA,"ENSG00000178149.17","protein_coding","DALRD3","1","HGNC:25536","OTTHUMG00000156748.5"
"ENSG00000178150.10","HAVANA","gene",NA,NA,"ENSG00000178150.10","protein_coding","ZNF114","2","HGNC:12894","OTTHUMG00000183191.3"
"ENSG00000178162.8","HAVANA","gene",NA,NA,"ENSG00000178162.8","transcribed_unprocessed_pseudogene","FAR2P2","2","HGNC:49279","OTTHUMG00000153927.4"
"ENSG00000178163.8","HAVANA","gene",NA,NA,"ENSG00000178163.8","protein_coding","ZNF518B","2","HGNC:29365","OTTHUMG00000160060.3"
"ENSG00000178175.12","HAVANA","gene",NA,NA,"ENSG00000178175.12","protein_coding","ZNF366","1","HGNC:18316","OTTHUMG00000100965.6"
"ENSG00000178177.16","HAVANA","gene",NA,NA,"ENSG00000178177.16","protein_coding","LCORL","2","HGNC:30776","OTTHUMG00000128538.6"
"ENSG00000178184.16","HAVANA","gene",NA,NA,"ENSG00000178184.16","protein_coding","PARD6G","1","HGNC:16076","OTTHUMG00000132922.4"
"ENSG00000178187.8","HAVANA","gene",NA,NA,"ENSG00000178187.8","protein_coding","ZNF454","2","HGNC:21200","OTTHUMG00000130891.2"
"ENSG00000178188.14","HAVANA","gene",NA,NA,"ENSG00000178188.14","protein_coding","SH2B1","1","HGNC:30417","OTTHUMG00000176590.3"
"ENSG00000178199.14","HAVANA","gene",NA,NA,"ENSG00000178199.14","protein_coding","ZC3H12D","1","HGNC:21175","OTTHUMG00000015786.6"
"ENSG00000178201.4","HAVANA","gene",NA,NA,"ENSG00000178201.4","protein_coding","VN1R1","2","HGNC:13548","OTTHUMG00000183400.1"
"ENSG00000178202.13","HAVANA","gene",NA,NA,"ENSG00000178202.13","protein_coding","POGLUT3","1","HGNC:28496","OTTHUMG00000166535.2"
"ENSG00000178209.16","HAVANA","gene",NA,NA,"ENSG00000178209.16","protein_coding","PLEC","2","HGNC:9069","OTTHUMG00000165291.5"
"ENSG00000178222.13","HAVANA","gene",NA,NA,"ENSG00000178222.13","protein_coding","RNF212","2","HGNC:27729","OTTHUMG00000118997.5"
"ENSG00000178226.11","HAVANA","gene",NA,NA,"ENSG00000178226.11","protein_coding","PRSS36","2","HGNC:26906","OTTHUMG00000176751.4"
"ENSG00000178229.8","HAVANA","gene",NA,NA,"ENSG00000178229.8","protein_coding","ZNF543","2","HGNC:25281","OTTHUMG00000183243.2"
"ENSG00000178234.13","HAVANA","gene",NA,NA,"ENSG00000178234.13","protein_coding","GALNT11","1","HGNC:19875","OTTHUMG00000157251.15"
"ENSG00000178235.8","HAVANA","gene",NA,NA,"ENSG00000178235.8","protein_coding","SLITRK1","2","HGNC:20297","OTTHUMG00000017149.2"
"ENSG00000178248.11","HAVANA","gene",NA,NA,"ENSG00000178248.11","lncRNA","FAM230I","2","HGNC:52446","OTTHUMG00000150669.2"
"ENSG00000178252.18","HAVANA","gene",NA,NA,"ENSG00000178252.18","protein_coding","WDR6","1","HGNC:12758","OTTHUMG00000133546.14"
"ENSG00000178295.15","HAVANA","gene",NA,NA,"ENSG00000178295.15","protein_coding","GEN1","2","HGNC:26881","OTTHUMG00000121173.6"
"ENSG00000178297.14","HAVANA","gene",NA,NA,"ENSG00000178297.14","protein_coding","TMPRSS9","2","HGNC:30079","OTTHUMG00000180431.6"
"ENSG00000178301.4","HAVANA","gene",NA,NA,"ENSG00000178301.4","protein_coding","AQP11","2","HGNC:19940","OTTHUMG00000165194.2"
"ENSG00000178307.10","HAVANA","gene",NA,NA,"ENSG00000178307.10","protein_coding","TMEM11","2","HGNC:16823","OTTHUMG00000178971.3"
"ENSG00000178338.11","HAVANA","gene",NA,NA,"ENSG00000178338.11","protein_coding","ZNF354B","1","HGNC:17197","OTTHUMG00000130896.5"
"ENSG00000178342.4","HAVANA","gene",NA,NA,"ENSG00000178342.4","protein_coding","KCNG2","1","HGNC:6249","OTTHUMG00000044541.3"
"ENSG00000178343.5","HAVANA","gene",NA,NA,"ENSG00000178343.5","protein_coding","SHISA3","2","HGNC:25159","OTTHUMG00000161043.2"
"ENSG00000178363.5","HAVANA","gene",NA,NA,"ENSG00000178363.5","protein_coding","CALML3","2","HGNC:1452","OTTHUMG00000017597.2"
"ENSG00000178381.12","HAVANA","gene",NA,NA,"ENSG00000178381.12","protein_coding","ZFAND2A","1","HGNC:28073","OTTHUMG00000119019.6"
"ENSG00000178385.15","HAVANA","gene",NA,NA,"ENSG00000178385.15","protein_coding","PLEKHM3","2","HGNC:34006","OTTHUMG00000154781.3"
"ENSG00000178386.13","HAVANA","gene",NA,NA,"ENSG00000178386.13","protein_coding","ZNF223","2","HGNC:13016","OTTHUMG00000182311.4"
"ENSG00000178397.13","HAVANA","gene",NA,NA,"ENSG00000178397.13","protein_coding","FAM220A","2","HGNC:22422","OTTHUMG00000193524.2"
"ENSG00000178401.16","HAVANA","gene",NA,NA,"ENSG00000178401.16","protein_coding","DNAJC22","2","HGNC:25802","OTTHUMG00000169487.7"
"ENSG00000178409.14","HAVANA","gene",NA,NA,"ENSG00000178409.14","protein_coding","BEND3","2","HGNC:23040","OTTHUMG00000015308.1"
"ENSG00000178425.14","HAVANA","gene",NA,NA,"ENSG00000178425.14","protein_coding","NT5DC1","2","HGNC:21556","OTTHUMG00000015428.8"
"ENSG00000178429.9","HAVANA","gene",NA,NA,"ENSG00000178429.9","processed_pseudogene","RPS3AP5","1","HGNC:23744","OTTHUMG00000018642.2"
"ENSG00000178445.10","HAVANA","gene",NA,NA,"ENSG00000178445.10","protein_coding","GLDC","2","HGNC:4313","OTTHUMG00000019524.4"
"ENSG00000178449.9","HAVANA","gene",NA,NA,"ENSG00000178449.9","protein_coding","COX14","2","HGNC:28216","OTTHUMG00000185635.2"
"ENSG00000178458.5","HAVANA","gene",NA,NA,"ENSG00000178458.5","processed_pseudogene","H3P16","2","HGNC:42982","OTTHUMG00000161274.2"
"ENSG00000178460.18","HAVANA","gene",NA,NA,"ENSG00000178460.18","protein_coding","MCMDC2","2","HGNC:26368","OTTHUMG00000157068.4"
"ENSG00000178462.12","HAVANA","gene",NA,NA,"ENSG00000178462.12","protein_coding","TUBAL3","2","HGNC:23534","OTTHUMG00000017595.4"
"ENSG00000178464.6","HAVANA","gene",NA,NA,"ENSG00000178464.6","processed_pseudogene","RPL10P16","2","HGNC:36882","OTTHUMG00000156400.1"
"ENSG00000178467.18","HAVANA","gene",NA,NA,"ENSG00000178467.18","protein_coding","P4HTM","2","HGNC:28858","OTTHUMG00000074057.6"
"ENSG00000178473.7","HAVANA","gene",NA,NA,"ENSG00000178473.7","protein_coding","UCN3","2","HGNC:17781","OTTHUMG00000017594.3"
"ENSG00000178498.16","HAVANA","gene",NA,NA,"ENSG00000178498.16","protein_coding","DTX3","2","HGNC:24457","OTTHUMG00000170189.3"
"ENSG00000178502.6","HAVANA","gene",NA,NA,"ENSG00000178502.6","protein_coding","KLHL11","2","HGNC:19008","OTTHUMG00000133506.3"
"ENSG00000178531.6","HAVANA","gene",NA,NA,"ENSG00000178531.6","protein_coding","CTXN1","2","HGNC:31108","OTTHUMG00000182480.3"
"ENSG00000178537.10","HAVANA","gene",NA,NA,"ENSG00000178537.10","protein_coding","SLC25A20","1","HGNC:1421","OTTHUMG00000133538.4"
"ENSG00000178538.10","HAVANA","gene",NA,NA,"ENSG00000178538.10","protein_coding","CA8","2","HGNC:1382","OTTHUMG00000165325.2"
"ENSG00000178562.18","HAVANA","gene",NA,NA,"ENSG00000178562.18","protein_coding","CD28","1","HGNC:1653","OTTHUMG00000132878.6"
"ENSG00000178567.8","HAVANA","gene",NA,NA,"ENSG00000178567.8","protein_coding","EPM2AIP1","2","HGNC:19735","OTTHUMG00000185486.3"
"ENSG00000178568.15","HAVANA","gene",NA,NA,"ENSG00000178568.15","protein_coding","ERBB4","2","HGNC:3432","OTTHUMG00000133012.6"
"ENSG00000178573.7","HAVANA","gene",NA,NA,"ENSG00000178573.7","protein_coding","MAF","2","HGNC:6776","OTTHUMG00000137621.4"
"ENSG00000178585.15","HAVANA","gene",NA,NA,"ENSG00000178585.15","protein_coding","CTNNBIP1","2","HGNC:16913","OTTHUMG00000001796.2"
"ENSG00000178605.13","HAVANA","gene",NA,NA,"ENSG00000178605.13","protein_coding","GTPBP6","2","HGNC:30189","OTTHUMG00000022694.3"
"ENSG00000178607.16","HAVANA","gene",NA,NA,"ENSG00000178607.16","protein_coding","ERN1","2","HGNC:3449","OTTHUMG00000178879.4"
"ENSG00000178623.12","HAVANA","gene",NA,NA,"ENSG00000178623.12","protein_coding","GPR35","2","HGNC:4492","OTTHUMG00000133356.5"
"ENSG00000178631.7","HAVANA","gene",NA,NA,"ENSG00000178631.7","processed_pseudogene","ACTG1P1","1","HGNC:146","OTTHUMG00000150294.1"
"ENSG00000178662.16","HAVANA","gene",NA,NA,"ENSG00000178662.16","protein_coding","CSRNP3","1","HGNC:30729","OTTHUMG00000132145.4"
"ENSG00000178665.16","HAVANA","gene",NA,NA,"ENSG00000178665.16","protein_coding","ZNF713","2","HGNC:22043","OTTHUMG00000156175.4"
"ENSG00000178685.14","HAVANA","gene",NA,NA,"ENSG00000178685.14","protein_coding","PARP10","1","HGNC:25895","OTTHUMG00000165408.4"
"ENSG00000178691.11","HAVANA","gene",NA,NA,"ENSG00000178691.11","protein_coding","SUZ12","2","HGNC:17101","OTTHUMG00000132813.3"
"ENSG00000178694.10","HAVANA","gene",NA,NA,"ENSG00000178694.10","protein_coding","NSUN3","2","HGNC:26208","OTTHUMG00000159025.2"
"ENSG00000178695.6","HAVANA","gene",NA,NA,"ENSG00000178695.6","protein_coding","KCTD12","2","HGNC:14678","OTTHUMG00000017096.4"
"ENSG00000178700.9","HAVANA","gene",NA,NA,"ENSG00000178700.9","protein_coding","DHFR2","2","HGNC:27309","OTTHUMG00000159014.4"
"ENSG00000178715.8","HAVANA","gene",NA,NA,"ENSG00000178715.8","processed_pseudogene","AL450998.1","1",NA,"OTTHUMG00000003169.2"
"ENSG00000178718.7","HAVANA","gene",NA,NA,"ENSG00000178718.7","protein_coding","RPP25","2","HGNC:30361","OTTHUMG00000142822.2"
"ENSG00000178719.17","HAVANA","gene",NA,NA,"ENSG00000178719.17","protein_coding","GRINA","1","HGNC:4589","OTTHUMG00000165433.4"
"ENSG00000178726.7","HAVANA","gene",NA,NA,"ENSG00000178726.7","protein_coding","THBD","2","HGNC:11784","OTTHUMG00000032053.3"
"ENSG00000178732.5","HAVANA","gene",NA,NA,"ENSG00000178732.5","protein_coding","GP5","2","HGNC:4443","OTTHUMG00000150345.1"
"ENSG00000178734.5","HAVANA","gene",NA,NA,"ENSG00000178734.5","lncRNA","LMO7DN","2","HGNC:44370","OTTHUMG00000187426.1"
"ENSG00000178741.12","HAVANA","gene",NA,NA,"ENSG00000178741.12","protein_coding","COX5A","1","HGNC:2267","OTTHUMG00000142825.4"
"ENSG00000178752.16","HAVANA","gene",NA,NA,"ENSG00000178752.16","protein_coding","ERFE","1","HGNC:26727","OTTHUMG00000152901.4"
"ENSG00000178761.15","HAVANA","gene",NA,NA,"ENSG00000178761.15","protein_coding","FAM219B","2","HGNC:24695","OTTHUMG00000172715.7"
"ENSG00000178764.8","HAVANA","gene",NA,NA,"ENSG00000178764.8","protein_coding","ZHX2","2","HGNC:18513","OTTHUMG00000165077.7"
"ENSG00000178772.7","HAVANA","gene",NA,NA,"ENSG00000178772.7","protein_coding","CPN2","2","HGNC:2313","OTTHUMG00000156047.3"
"ENSG00000178773.15","HAVANA","gene",NA,NA,"ENSG00000178773.15","protein_coding","CPNE7","1","HGNC:2320","OTTHUMG00000138051.6"
"ENSG00000178789.9","HAVANA","gene",NA,NA,"ENSG00000178789.9","protein_coding","CD300LB","2","HGNC:30811","OTTHUMG00000067606.4"
"ENSG00000178802.18","HAVANA","gene",NA,NA,"ENSG00000178802.18","protein_coding","MPI","1","HGNC:7216","OTTHUMG00000142826.10"
"ENSG00000178803.12","HAVANA","gene",NA,NA,"ENSG00000178803.12","lncRNA","ADORA2A-AS1","1","HGNC:37122","OTTHUMG00000150735.9"
"ENSG00000178809.11","HAVANA","gene",NA,NA,"ENSG00000178809.11","protein_coding","TRIM73","2","HGNC:18162","OTTHUMG00000156075.7"
"ENSG00000178814.17","HAVANA","gene",NA,NA,"ENSG00000178814.17","protein_coding","OPLAH","2","HGNC:8149","OTTHUMG00000165435.8"
"ENSG00000178821.13","HAVANA","gene",NA,NA,"ENSG00000178821.13","protein_coding","TMEM52","2","HGNC:27916","OTTHUMG00000000944.8"
"ENSG00000178826.11","HAVANA","gene",NA,NA,"ENSG00000178826.11","protein_coding","TMEM139","2","HGNC:22058","OTTHUMG00000152652.3"
"ENSG00000178828.7","HAVANA","gene",NA,NA,"ENSG00000178828.7","protein_coding","RNF186","2","HGNC:25978","OTTHUMG00000002709.2"
"ENSG00000178852.16","HAVANA","gene",NA,NA,"ENSG00000178852.16","protein_coding","EFCAB13","1","HGNC:26864","OTTHUMG00000164767.7"
"ENSG00000178860.8","HAVANA","gene",NA,NA,"ENSG00000178860.8","protein_coding","MSC","2","HGNC:7321","OTTHUMG00000164489.1"
"ENSG00000178878.13","HAVANA","gene",NA,NA,"ENSG00000178878.13","protein_coding","APOLD1","2","HGNC:25268","OTTHUMG00000153561.2"
"ENSG00000178882.15","HAVANA","gene",NA,NA,"ENSG00000178882.15","protein_coding","RFLNA","2","HGNC:27051","OTTHUMG00000168609.6"
"ENSG00000178896.9","HAVANA","gene",NA,NA,"ENSG00000178896.9","protein_coding","EXOSC4","1","HGNC:18189","OTTHUMG00000165437.3"
"ENSG00000178904.19","HAVANA","gene",NA,NA,"ENSG00000178904.19","protein_coding","DPY19L3","2","HGNC:27120","OTTHUMG00000180222.10"
"ENSG00000178913.8","HAVANA","gene",NA,NA,"ENSG00000178913.8","protein_coding","TAF7","2","HGNC:11541","OTTHUMG00000129628.7"
"ENSG00000178917.16","HAVANA","gene",NA,NA,"ENSG00000178917.16","protein_coding","ZNF852","2","HGNC:27713","OTTHUMG00000156453.4"
"ENSG00000178919.9","HAVANA","gene",NA,NA,"ENSG00000178919.9","protein_coding","FOXE1","2","HGNC:3806","OTTHUMG00000020333.2"
"ENSG00000178921.14","HAVANA","gene",NA,NA,"ENSG00000178921.14","protein_coding","PFAS","2","HGNC:8863","OTTHUMG00000108188.5"
"ENSG00000178927.18","HAVANA","gene",NA,NA,"ENSG00000178927.18","protein_coding","CYBC1","1","HGNC:28672","OTTHUMG00000178770.6"
"ENSG00000178935.5","HAVANA","gene",NA,NA,"ENSG00000178935.5","protein_coding","ZNF552","1","HGNC:26135","OTTHUMG00000183478.1"
"ENSG00000178947.9","HAVANA","gene",NA,NA,"ENSG00000178947.9","protein_coding","SMIM10L2A","2","HGNC:34499","OTTHUMG00000022479.4"
"ENSG00000178950.17","HAVANA","gene",NA,NA,"ENSG00000178950.17","protein_coding","GAK","1","HGNC:4113","OTTHUMG00000088301.6"
"ENSG00000178951.9","HAVANA","gene",NA,NA,"ENSG00000178951.9","protein_coding","ZBTB7A","2","HGNC:18078","OTTHUMG00000181792.3"
"ENSG00000178952.11","HAVANA","gene",NA,NA,"ENSG00000178952.11","protein_coding","TUFM","2","HGNC:12420","OTTHUMG00000097039.4"
"ENSG00000178966.17","HAVANA","gene",NA,NA,"ENSG00000178966.17","protein_coding","RMI1","2","HGNC:25764","OTTHUMG00000020113.4"
"ENSG00000178971.16","HAVANA","gene",NA,NA,"ENSG00000178971.16","protein_coding","CTC1","1","HGNC:26169","OTTHUMG00000178443.10"
"ENSG00000178974.10","HAVANA","gene",NA,NA,"ENSG00000178974.10","protein_coding","FBXO34","2","HGNC:20201","OTTHUMG00000171033.2"
"ENSG00000178977.3","HAVANA","gene",NA,NA,"ENSG00000178977.3","lncRNA","LINC00324","2","HGNC:26628","OTTHUMG00000132866.4"
"ENSG00000178980.15","HAVANA","gene",NA,NA,"ENSG00000178980.15","protein_coding","SELENOW","2","HGNC:10752","OTTHUMG00000183061.3"
"ENSG00000178982.10","HAVANA","gene",NA,NA,"ENSG00000178982.10","protein_coding","EIF3K","1","HGNC:24656","OTTHUMG00000180865.5"
"ENSG00000178988.11","HAVANA","gene",NA,NA,"ENSG00000178988.11","protein_coding","MRFAP1L1","2","HGNC:28796","OTTHUMG00000125507.4"
"ENSG00000178996.14","HAVANA","gene",NA,NA,"ENSG00000178996.14","protein_coding","SNX18","2","HGNC:19245","OTTHUMG00000096994.4"
"ENSG00000178999.13","HAVANA","gene",NA,NA,"ENSG00000178999.13","protein_coding","AURKB","1","HGNC:11390","OTTHUMG00000108189.6"
"ENSG00000179010.14","HAVANA","gene",NA,NA,"ENSG00000179010.14","protein_coding","MRFAP1","2","HGNC:24549","OTTHUMG00000125504.3"
"ENSG00000179021.10","HAVANA","gene",NA,NA,"ENSG00000179021.10","protein_coding","C3orf38","1","HGNC:28384","OTTHUMG00000155752.3"
"ENSG00000179023.8","HAVANA","gene",NA,NA,"ENSG00000179023.8","protein_coding","KLHDC7A","2","HGNC:26791","OTTHUMG00000002431.3"
"ENSG00000179029.15","HAVANA","gene",NA,NA,"ENSG00000179029.15","protein_coding","TMEM107","1","HGNC:28128","OTTHUMG00000166276.3"
"ENSG00000179041.4","HAVANA","gene",NA,NA,"ENSG00000179041.4","protein_coding","RRS1","2","HGNC:17083","OTTHUMG00000164765.3"
"ENSG00000179044.16","HAVANA","gene",NA,NA,"ENSG00000179044.16","protein_coding","EXOC3L1","1","HGNC:27540","OTTHUMG00000137508.6"
"ENSG00000179051.14","HAVANA","gene",NA,NA,"ENSG00000179051.14","protein_coding","RCC2","2","HGNC:30297","OTTHUMG00000002513.2"
"ENSG00000179057.14","HAVANA","gene",NA,NA,"ENSG00000179057.14","protein_coding","IGSF22","2","HGNC:26750","OTTHUMG00000160502.3"
"ENSG00000179058.7","HAVANA","gene",NA,NA,"ENSG00000179058.7","protein_coding","C9orf50","2","HGNC:23677","OTTHUMG00000020786.2"
"ENSG00000179071.5","HAVANA","gene",NA,NA,"ENSG00000179071.5","protein_coding","CCDC89","2","HGNC:26762","OTTHUMG00000166976.2"
"ENSG00000179082.3","HAVANA","gene",NA,NA,"ENSG00000179082.3","lncRNA","C9orf106","2","HGNC:31370","OTTHUMG00000020781.2"
"ENSG00000179083.6","HAVANA","gene",NA,NA,"ENSG00000179083.6","protein_coding","FAM133A","2","HGNC:26748","OTTHUMG00000021975.2"
"ENSG00000179085.8","HAVANA","gene",NA,NA,"ENSG00000179085.8","protein_coding","DPM3","2","HGNC:3007","OTTHUMG00000035335.1"
"ENSG00000179091.5","HAVANA","gene",NA,NA,"ENSG00000179091.5","protein_coding","CYC1","2","HGNC:2579","OTTHUMG00000165242.2"
"ENSG00000179094.16","HAVANA","gene",NA,NA,"ENSG00000179094.16","protein_coding","PER1","1","HGNC:8845","OTTHUMG00000178317.5"
"ENSG00000179097.6","HAVANA","gene",NA,NA,"ENSG00000179097.6","protein_coding","HTR1F","2","HGNC:5292","OTTHUMG00000159008.1"
"ENSG00000179104.9","HAVANA","gene",NA,NA,"ENSG00000179104.9","protein_coding","TMTC2","2","HGNC:25440","OTTHUMG00000169736.4"
"ENSG00000179115.11","HAVANA","gene",NA,NA,"ENSG00000179115.11","protein_coding","FARSA","2","HGNC:3592","OTTHUMG00000180569.4"
"ENSG00000179119.15","HAVANA","gene",NA,NA,"ENSG00000179119.15","protein_coding","SPTY2D1","2","HGNC:26818","OTTHUMG00000167733.2"
"ENSG00000179133.15","HAVANA","gene",NA,NA,"ENSG00000179133.15","protein_coding","C10orf67","2","HGNC:28716","OTTHUMG00000017818.8"
"ENSG00000179134.15","HAVANA","gene",NA,NA,"ENSG00000179134.15","protein_coding","SAMD4B","1","HGNC:25492","OTTHUMG00000182967.2"
"ENSG00000179144.5","HAVANA","gene",NA,NA,"ENSG00000179144.5","protein_coding","GIMAP7","2","HGNC:22404","OTTHUMG00000157626.2"
"ENSG00000179148.10","HAVANA","gene",NA,NA,"ENSG00000179148.10","protein_coding","ALOXE3","2","HGNC:13743","OTTHUMG00000108179.2"
"ENSG00000179151.13","HAVANA","gene",NA,NA,"ENSG00000179151.13","protein_coding","EDC3","2","HGNC:26114","OTTHUMG00000142815.12"
"ENSG00000179152.20","HAVANA","gene",NA,NA,"ENSG00000179152.20","protein_coding","TCAIM","2","HGNC:25241","OTTHUMG00000133049.8"
"ENSG00000179163.12","HAVANA","gene",NA,NA,"ENSG00000179163.12","protein_coding","FUCA1","2","HGNC:4006","OTTHUMG00000002965.2"
"ENSG00000179168.15","HAVANA","gene",NA,NA,"ENSG00000179168.15","protein_coding","GGN","1","HGNC:18869","OTTHUMG00000182080.4"
"ENSG00000179178.11","HAVANA","gene",NA,NA,"ENSG00000179178.11","protein_coding","TMEM125","2","HGNC:28275","OTTHUMG00000007288.4"
"ENSG00000179195.16","HAVANA","gene",NA,NA,"ENSG00000179195.16","protein_coding","ZNF664","2","HGNC:25406","OTTHUMG00000168596.3"
"ENSG00000179218.14","HAVANA","gene",NA,NA,"ENSG00000179218.14","protein_coding","CALR","2","HGNC:1455","OTTHUMG00000180574.3"
"ENSG00000179222.18","HAVANA","gene",NA,NA,"ENSG00000179222.18","protein_coding","MAGED1","2","HGNC:6813","OTTHUMG00000021540.3"
"ENSG00000179240.13","HAVANA","gene",NA,NA,"ENSG00000179240.13","protein_coding","GVQW3","1","HGNC:51239","OTTHUMG00000165281.4"
"ENSG00000179241.13","HAVANA","gene",NA,NA,"ENSG00000179241.13","protein_coding","LDLRAD3","2","HGNC:27046","OTTHUMG00000166313.2"
"ENSG00000179242.16","HAVANA","gene",NA,NA,"ENSG00000179242.16","protein_coding","CDH4","2","HGNC:1763","OTTHUMG00000032890.5"
"ENSG00000179262.10","HAVANA","gene",NA,NA,"ENSG00000179262.10","protein_coding","RAD23A","2","HGNC:9812","OTTHUMG00000180723.5"
"ENSG00000179270.7","HAVANA","gene",NA,NA,"ENSG00000179270.7","protein_coding","PCARE","1","HGNC:34383","OTTHUMG00000152024.4"
"ENSG00000179271.3","HAVANA","gene",NA,NA,"ENSG00000179271.3","protein_coding","GADD45GIP1","2","HGNC:29996","OTTHUMG00000180724.4"
"ENSG00000179277.9","HAVANA","gene",NA,NA,"ENSG00000179277.9","processed_pseudogene","MEIS3P1","1","HGNC:7002","OTTHUMG00000059145.3"
"ENSG00000179284.5","HAVANA","gene",NA,NA,"ENSG00000179284.5","protein_coding","DAND5","1","HGNC:26780","OTTHUMG00000180725.2"
"ENSG00000179292.5","HAVANA","gene",NA,NA,"ENSG00000179292.5","protein_coding","TMEM151A","2","HGNC:28497","OTTHUMG00000166920.2"
"ENSG00000179295.18","HAVANA","gene",NA,NA,"ENSG00000179295.18","protein_coding","PTPN11","2","HGNC:9644","OTTHUMG00000134334.4"
